nome_produto,preco_produto,quantidade_vendida,nome_vendedor,status_vendedor,reputacao_cor,reviews_nota_media,reviews_quantidade_total,reviews_5_estrelas_pct,reviews_4_estrelas_pct,reviews_3_estrelas_pct,reviews_2_estrelas_pct,reviews_1_estrelas_pct,url_produto
Kit Cartucho Para Impressora Novo 60xl Preto + 60 Xl Color,"297,90",0,CJL INFORMATICA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-cartucho-para-impressora-novo-60xl-preto--60-xl-color/up/MLBU2934910791#polycard_client=search-nordic&search_layout=grid&position=40&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5247734800&sid=search
Kit Cartuchos Promoção 60xl Preto + 60 Xl Tricolor Original,"297,01",0,CJL INFORMATICA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-cartuchos-promocao-60xl-preto--60-xl-tricolor-original/up/MLBU1993538626#polycard_client=search-nordic&search_layout=grid&position=37&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5061570556&sid=search
Kit Hp 60xl Color E Black C4780 - Em Estoque,"321,46",0,CJL INFORMATICA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-hp-60xl-color-e-black-c4780--em-estoque/up/MLBU3164753211#polycard_client=search-nordic&search_layout=grid&position=47&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5381564872&sid=search
Kit Hp 60xl Color E Black C4780 - Promoção,"321,55",0,CJL INFORMATICA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-hp-60xl-color-e-black-c4780--promocao/up/MLBU3164755997#polycard_client=search-nordic&search_layout=grid&position=32&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5381513364&sid=search
Kit Hp 60xl Color E Black D110a - Em Estoque,"314,82",0,CJL INFORMATICA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-hp-60xl-color-e-black-d110a--em-estoque/up/MLBU3164756001#polycard_client=search-nordic&search_layout=grid&position=46&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5381358966&sid=search
Kit Hp 60xl Color E Black D110a - Estoque Limitado,"312,84",0,CJL INFORMATICA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-hp-60xl-color-e-black-d110a--estoque-limitado/up/MLBU3164756023#polycard_client=search-nordic&search_layout=grid&position=24&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5381552096&sid=search
Kit Hp 60xl Color E Black D110a - Estoque Limitado,"196,17",50,GFORCEDIGITAL,+100 vendas,Verde,4.2,5,80.0,0.0,0.0,0.0,20.0,https://www.mercadolivre.com.br/kit-hp-60xl-color-e-black-d110a--estoque-limitado/up/MLBU3316587718#polycard_client=search-nordic&search_layout=grid&position=41&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5512331416&sid=search
Kit Hp 60xl Color E Black D1660 - Frete Grátis,"325,76",0,CJL INFORMATICA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-hp-60xl-color-e-black-d1660--frete-gratis/up/MLBU3164753221#polycard_client=search-nordic&search_layout=grid&position=35&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5381577838&sid=search
Kit Hp 60xl Color E Black D410a - Estoque Limitado,"303,29",0,CJL INFORMATICA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-hp-60xl-color-e-black-d410a--estoque-limitado/up/MLBU3164754523#polycard_client=search-nordic&search_layout=grid&position=48&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5381422750&sid=search
Kit Hp 60xl Color E Black F4580 - Promoção,"324,66",0,CJL INFORMATICA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-hp-60xl-color-e-black-f4580--promocao/up/MLBU3164753213#polycard_client=search-nordic&search_layout=grid&position=44&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5381487558&sid=search
Kit Hp 60xl Color E Preto D110a - Em Estoque,"320,19",0,CJL INFORMATICA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-hp-60xl-color-e-preto-d110a--em-estoque/up/MLBU3164754509#polycard_client=search-nordic&search_layout=grid&position=39&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5381461580&sid=search
Kit Hp 60xl Color E Preto D110a - Oferta,"293,78",0,CJL INFORMATICA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-hp-60xl-color-e-preto-d110a--oferta/up/MLBU3164754461#polycard_client=search-nordic&search_layout=grid&position=15&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5381513366&sid=search
Kit Hp 60xl Color E Preto F4480 - Promoção,"198,54",2,GFORCEDIGITAL,+100 vendas,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-hp-60xl-color-e-preto-f4480--promocao/up/MLBU3316589258#polycard_client=search-nordic&search_layout=grid&position=45&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB4132208287&sid=search
Cartucho Tinta Original Hp 901 Colorido Cc656ab J4660 J4524,"239,90",50,Tec Print,+100mil vendas,Verde,4.9,8,87.5,12.5,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-1842622944-cartucho-tinta-original-hp-901-colorido-cc656ab-j4660-j4524-_JM#is_advertising=true&backend_model=search-backend&position=12&search_layout=grid&type=pad&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&ad_domain=VQCATCORE_LST&ad_position=12&ad_click_id=Yzc1NjNmNWMtYjE2NS00YzU1LTgyNjctOWRmYWFlZjkzZjNm
Cartucho preto Hp 901 CC653a J4540 J4580,"201,80",500,DL20250527161415,+100 vendas,Verde,4.4,21,76.19,4.76,9.52,0.0,9.52,https://www.mercadolivre.com.br/cartucho-preto-hp-901-cc653a-j4540-j4580/p/MLB36922155?pdp_filters=item_id:MLB4141972121#is_advertising=true&searchVariation=MLB36922155&backend_model=search-backend&position=3&search_layout=grid&type=pad&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&ad_domain=VQCATCORE_LST&ad_position=3&ad_click_id=MTE4MTIyOTEtMTAwMS00ODE4LWFhYmMtMGJhMGEyZjY2OWY1
Cartucho Tinta Original Hp 901 Preto Cc653ab J4660 J4524,"222,80",100,Tec Print,+100mil vendas,Verde,4.6,68,79.41,13.24,2.94,1.47,2.94,https://produto.mercadolivre.com.br/MLB-1848111824-cartucho-tinta-original-hp-901-preto-cc653ab-j4660-j4524-_JM#is_advertising=true&backend_model=search-backend&position=11&search_layout=grid&type=pad&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&ad_domain=VQCATCORE_LST&ad_position=11&ad_click_id=MGM1NGQyNTAtZTM5NC00MDc2LTgyMDMtYzMwNWQ1MGMxNGUw
Cartucho De Tinta Hp 901xl Cor Preto Do 15.5 Ml,"176,80",100,DL20250527161415,+100 vendas,Verde,4.0,7,57.14,14.29,14.29,0.0,14.29,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-901xl-cor-preto-do-155-ml/p/MLB36784403?pdp_filters=item_id:MLB4141946093#is_advertising=true&searchVariation=MLB36784403&backend_model=search-backend&position=2&search_layout=grid&type=pad&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&ad_domain=VQCATCORE_LST&ad_position=2&ad_click_id=YWVhMjI2ZWQtNmFlMC00YjI3LTkxNzQtNzhhOTNhYTdkMjc3
Kit Cartucho Tinta Original Hp 901 Preto + 901 Colorido,"399,90",50,Tec Print,+100mil vendas,Verde,4.9,16,93.75,6.25,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-2202136083-kit-cartucho-tinta-original-hp-901-preto-901-colorido-_JM#is_advertising=true&backend_model=search-backend&position=10&search_layout=grid&type=pad&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&ad_domain=VQCATCORE_LST&ad_position=10&ad_click_id=ZTQ0OTY1YWMtMjI3NC00MGNiLTlkZDktYzM1NmIxNWQ2MmM3
2 Cartuchos Hp 60xl Preto Tricolor,"289,11",1000,DL20250527161415,+100 vendas,Verde,4.6,29,79.31,13.79,0.0,3.45,3.45,https://www.mercadolivre.com.br/2-cartuchos-hp-60xl-preto-tricolor/p/MLB42459602?pdp_filters=item_id:MLB4141875037#is_advertising=true&searchVariation=MLB42459602&backend_model=search-backend&position=1&search_layout=grid&type=pad&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&ad_domain=VQCATCORE_LST&ad_position=1&ad_click_id=Y2FmZmRiZTUtYzAyMy00OTk1LTkwMjYtNDcwNzc2NzQxNjcz
Cartucho Tinta Original Hp 901 Colorido Cc656ab J4660 J4524,"239,90",50,Tec Print,+100mil vendas,Verde,4.9,8,87.5,12.5,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-1842622944-cartucho-tinta-original-hp-901-colorido-cc656ab-j4660-j4524-_JM#polycard_client=search-nordic&search_layout=grid&position=40&type=item&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB1842622944&sid=search
Cartucho Tinta Original Hp 901 Preto Cc653ab J4660 J4524,"222,80",100,Tec Print,+100mil vendas,Verde,4.6,68,79.41,13.24,2.94,1.47,2.94,https://produto.mercadolivre.com.br/MLB-1848111824-cartucho-tinta-original-hp-901-preto-cc653ab-j4660-j4524-_JM#polycard_client=search-nordic&search_layout=grid&position=17&type=item&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB1848111824&sid=search
Kit Cartucho Tinta Original Hp 901 Preto + 901 Colorido,"399,90",50,Tec Print,+100mil vendas,Verde,4.9,16,93.75,6.25,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-2202136083-kit-cartucho-tinta-original-hp-901-preto-901-colorido-_JM#polycard_client=search-nordic&search_layout=grid&position=14&type=item&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB2202136083&sid=search
Kit De Cartuchos Hp 901 Preto E Colorido Originais!!!!,"279,99",2,IDEAL CARTUCHOSDF,+50 vendas,Verde,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-5654443956-kit-de-cartuchos-hp-901-preto-e-colorido-originais-_JM#polycard_client=search-nordic&search_layout=grid&position=5&type=item&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB5654443956&sid=search
Cartucho Hp 901 Cc653ab Preto Original Lacrado Nf Garantia,"230,99",50,NEXTGRU,+5mil vendas,Verde,4.3,6,66.67,16.67,0.0,16.67,0.0,https://produto.mercadolivre.com.br/MLB-709824165-cartucho-hp-901-cc653ab-preto-original-lacrado-nf-garantia-_JM#polycard_client=search-nordic&search_layout=grid&position=33&type=item&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB709824165&sid=search
Cartucho Hp 901 Cc656ab Color Original Lacrado Nf Garantia,"263,99",0,NEXTGRU,+5mil vendas,Verde,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-709830239-cartucho-hp-901-cc656ab-color-original-lacrado-nf-garantia-_JM#polycard_client=search-nordic&search_layout=grid&position=28&type=item&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB709830239&sid=search
1 Kit Cartucho Hp 901xl Preto + 901 Colorido J4660 J4660,"208,11",0,opontoo,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/1-kit-cartucho-hp-901xl-preto--901-colorido-j4660-j4660/up/MLBU3064987269#polycard_client=search-nordic&search_layout=grid&position=37&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB5317575484&sid=search
1 Kit Cartucho Hp 901xl Preto + 901 Colorido J4660j Orig,"206,80",0,opontoo,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/1-kit-cartucho-hp-901xl-preto--901-colorido-j4660j-orig/up/MLBU3064990693#polycard_client=search-nordic&search_layout=grid&position=38&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB5317549610&sid=search
1 Kit Cartuchos Hp 901xl Black + 901 Color J4660 J4524  Hp,"207,89",0,opontoo,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/1-kit-cartuchos-hp-901xl-black--901-color-j4660-j4524--hp/up/MLBU3070308180#polycard_client=search-nordic&search_layout=grid&position=39&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB5317419984&sid=search
2 Cartuchos Hp 60xl Preto Tricolor,"289,11",1000,DL20250527161415,+100 vendas,Verde,4.6,29,79.31,13.79,0.0,3.45,3.45,https://www.mercadolivre.com.br/2-cartuchos-hp-60xl-preto-tricolor/p/MLB42459602#polycard_client=search-nordic&search_layout=grid&position=4&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB4141875037&sid=search
Cartucho 901 Color Original Hp J4540 J4550 J4580 J4660 J4680,"231,91",5,Primer Print,+10mil vendas,Verde,5.0,2,100.0,0.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/cartucho-901-color-original-hp-j4540-j4550-j4580-j4660-j4680/up/MLBU1962872281#polycard_client=search-nordic&search_layout=grid&position=36&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB1774419059&sid=search
Cartucho Cc654a  Hp 901xl Preto,"195,15",0,RESET.ELETRO,+100 vendas,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-cc654a--hp-901xl-preto/up/MLBU3029824028#polycard_client=search-nordic&search_layout=grid&position=23&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB3982038387&sid=search
Cartucho Cc656al Original Color 9 Ml 901 - Hp,"189,55",0,PC INFORMATICA10,+1000 vendas,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-cc656al-original-color-9-ml-901--hp/up/MLBU3264398004#polycard_client=search-nordic&search_layout=grid&position=34&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB4107506841&sid=search
Cartucho Compatível Hp 901xl Colorido E Black,"260,01",4,LOJATOP10 DISTRIBUIDORA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-compativel-hp-901xl-colorido-e-black/up/MLBU1115854354#polycard_client=search-nordic&search_layout=grid&position=9&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB2784388175&sid=search
Cartucho Compativel Hp 901xl Colorido E Black,"265,44",0,LOJATOP 10,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-compativel-hp-901xl-colorido-e-black/up/MLBU1432673891#polycard_client=search-nordic&search_layout=grid&position=16&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB2784424707&sid=search
Cartucho de tinta colorida Hp 901,"263,99",50,LANEXT,+1000 vendas,Verde,4.4,21,76.19,4.76,9.52,0.0,9.52,https://www.mercadolivre.com.br/cartucho-de-tinta-colorida-hp-901/p/MLB36865595#polycard_client=search-nordic&search_layout=grid&position=26&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB5329996072&sid=search
Cartucho De Tinta Hp 901 Cor Color Do 13 Ml,"149,47",100,MegastoreBr77,+100 vendas,Verde,4.4,21,76.19,4.76,9.52,0.0,9.52,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-901-cor-color-do-13-ml/p/MLB36750926#polycard_client=search-nordic&search_layout=grid&position=21&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB4176866435&sid=search
Cartucho De Tinta Hp 901 Cor Tricolor Do 13 Ml,"108,43",100,Pepinha Informática,MercadoLíder,Verde,4.4,21,76.19,4.76,9.52,0.0,9.52,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-901-cor-tricolor-do-13-ml/p/MLB37194996#polycard_client=search-nordic&search_layout=grid&position=7&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB5517725966&sid=search
Cartucho De Tinta Hp 901xl Cor Preto Do 15.5 Ml,"176,80",100,DL20250527161415,+100 vendas,Verde,4.0,7,57.14,14.29,14.29,0.0,14.29,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-901xl-cor-preto-do-155-ml/p/MLB36784403#polycard_client=search-nordic&search_layout=grid&position=6&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB4141946093&sid=search
Cartucho De Tinta Hp 901xl Cor Preto Do 15.5 Ml,"195,01",0,DELLODISTRIBUIDORA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-901xl-cor-preto-do-155-ml/up/MLBU3225243412#polycard_client=search-nordic&search_layout=grid&position=29&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB5419505530&sid=search
Cartucho De Tinta Hp Cartucho De Tinta Cor Preto E Color Do 4 Ml 2 Unidades,"349,50",2,CASAPRINT SPEED,MercadoLíder,Verde,4.3,8,62.5,12.5,12.5,12.5,0.0,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-cartucho-de-tinta-cor-preto-e-color-do-4-ml-2-unidades/p/MLB36878282#polycard_client=search-nordic&search_layout=grid&position=22&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB3905303437&sid=search
Cartucho Hp 60/675/901 Original Colorido,"249,16",0,maffessonicartuchos,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-hp-60675901-original-colorido/up/MLBU1461485209#polycard_client=search-nordic&search_layout=grid&position=31&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB3920788492&sid=search
Cartucho Hp 60/675/901 Original Preto,"214,47",2,maffessonicartuchos,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-hp-60675901-original-preto/up/MLBU1444885391#polycard_client=search-nordic&search_layout=grid&position=13&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB3417296519&sid=search
Cartucho Hp 901 Cc653ab Preto Original Lacrado,"230,99",0,LANEXT,+1000 vendas,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-hp-901-cc653ab-preto-original-lacrado/up/MLBU1172256054#polycard_client=search-nordic&search_layout=grid&position=27&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB903259475&sid=search
Cartucho Hp 901 Xl Preto  901 Color Original Cc654ab Cc656ab,"230,70",5,YUKIINFORMATICA,+1000 vendas,Verde,5.0,2,100.0,0.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/cartucho-hp-901-xl-preto--901-color-original-cc654ab-cc656ab/up/MLBU1125638712#polycard_client=search-nordic&search_layout=grid&position=25&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB3299685633&sid=search
Cartucho Hp 901xl Preto + 901 Colorido J4660 Promoção,"206,90",0,opontoo,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-hp-901xl-preto--901-colorido-j4660-promocao/up/MLBU3064988981#polycard_client=search-nordic&search_layout=grid&position=44&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB5317445818&sid=search
"Cartucho Hp 901xl Preto 15,5ml Cc654ab Original - Promoção","199,77",5,INFOKIT_MOGI,+500 vendas,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-hp-901xl-preto-155ml-cc654ab-original--promocao/up/MLBU2803766498#polycard_client=search-nordic&search_layout=grid&position=30&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB750502780&sid=search
Cartucho Hp 901xl Preto E 901 Color Original J4660,"299,22",5,DELLODISTRIBUIDORA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-hp-901xl-preto-e-901-color-original-j4660/up/MLBU1600942723#polycard_client=search-nordic&search_layout=grid&position=32&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB1478122424&sid=search
Cartucho Modelo Hp 901xl Preto + 901 Colorido J4660j Orig,"206,80",0,opontoo,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-modelo-hp-901xl-preto--901-colorido-j4660j-orig/up/MLBU3070308154#polycard_client=search-nordic&search_layout=grid&position=43&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB5317445806&sid=search
Cartucho preto Hp 901 CC653a J4540 J4580,"201,80",500,DL20250527161415,+100 vendas,Verde,4.4,21,76.19,4.76,9.52,0.0,9.52,https://www.mercadolivre.com.br/cartucho-preto-hp-901-cc653a-j4540-j4580/p/MLB36922155#polycard_client=search-nordic&search_layout=grid&position=19&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB4141972121&sid=search
Cartuchos Hp 901xl Black + 901 Color Novo,"207,86",2,opontoo,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartuchos-hp-901xl-black--901-color-novo/up/MLBU3064990719#polycard_client=search-nordic&search_layout=grid&position=20&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB5317419988&sid=search
Combo Cartuchos Hp 901xl Bk + 901 Color J4660 J4524 Promoção,"207,90",0,opontoo,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/combo-cartuchos-hp-901xl-bk--901-color-j4660-j4524-promocao/up/MLBU3064987283#polycard_client=search-nordic&search_layout=grid&position=42&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB5317458806&sid=search
Combo Cartuchos Hp 901xl Black + 901 Color J4660 J4524,"207,67",4,opontoo,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/combo-cartuchos-hp-901xl-black--901-color-j4660-j4524/up/MLBU3070308142#polycard_client=search-nordic&search_layout=grid&position=35&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB5317432850&sid=search
Kit 2 Cartuchos Hp 901xl Bk + 901 Color J4660 J4524  Garant,"207,78",0,opontoo,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-901xl-bk--901-color-j4660-j4524--garant/up/MLBU3064988989#polycard_client=search-nordic&search_layout=grid&position=15&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB5317523634&sid=search
Kit 2 Cartuchos Hp 901xl Black + 901 Color J4660 J4524 J4624,"191,78",50,opontoo,MercadoLíder,Verde,4.6,10,90.0,0.0,0.0,0.0,10.0,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-901xl-black--901-color-j4660-j4524-j4624/up/MLBU3064990625#polycard_client=search-nordic&search_layout=grid&position=24&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB5317406958&sid=search
Kit Cartucho Tinta Original Hp 901 Preto + 901 Colorido,"299,90",2,ANDRE STORE2023,+100 vendas,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-cartucho-tinta-original-hp-901-preto--901-colorido/up/MLBU3317631523#polycard_client=search-nordic&search_layout=grid&position=8&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB5519093372&sid=search
Kit Cartuchos Hp 901xl Bk + 901 Color J4660 J4524 Promoção,"207,90",0,opontoo,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-cartuchos-hp-901xl-bk--901-color-j4660-j4524-promocao/up/MLBU3064990663#polycard_client=search-nordic&search_layout=grid&position=41&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB5317523608&sid=search
Kit Cartuchos Hp 901xl Black + 901 Color J4660 J4524 J4624,"207,89",0,opontoo,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-cartuchos-hp-901xl-black--901-color-j4660-j4524-j4624/up/MLBU3064990691#polycard_client=search-nordic&search_layout=grid&position=18&type=product&tracking_id=f6ebfe47-d446-438a-92be-63fbe7491eeb&wid=MLB5317640402&sid=search
Cartucho Tinta Original Plotter Hp T250 T650 712 Preto 38ml,"399,90",100,Tec Print,+100mil vendas,Verde,4.9,11,90.91,9.09,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-1807049581-cartucho-tinta-original-plotter-hp-t250-t650-712-preto-38ml-_JM#is_advertising=true&backend_model=sup_pads_rars_pdp_pads_up_v2_with_defaults&position=9&search_layout=grid&type=pad&tracking_id=c808b4b8-e5e1-4a94-9558-305258bbe06a&ad_domain=VQCATCORE_LST&ad_position=9&ad_click_id=YjBlMThiNTctNmI2NC00YTE4LWI2MWEtMzUxZTkyY2I1YjBi
